Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
39,1.0,0.0,0.0,770.0,19.0,23.0,1531.0,0.1,11.005999999999997,0.0,0.0,266.5746395587921,,,,,,,,,,,,,,,,,,,,,4.523934491033825,3.8034887933796275,10.923786155230527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.0,0.0,0.0,813.0,20.0,43.0,1574.0,0.1,18.010000000000012,0.0,0.0,270.87444615364075,,,,,,,,,,,,,,,,,,,,,7.702129664188178,6.1782489705642725,17.714219148517792,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.0,0.0,0.0,70.0,1.0,70.0,1644.0,0.1,36.510999999999974,0.0,0.0,406.04993987083435,,,,,,,,,,,,,,,,,,,,,15.70893846123907,11.606650728536605,35.48230343227438,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2.0,0.0,0.0,162.0,2.0,92.0,1736.0,0.1,47.00899999999998,0.0,0.0,414.826956987381,,,,,,,,,,,,,,,,,,,,,20.819850908845055,14.048416631979887,45.18389632514022,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2.0,0.0,0.0,240.0,3.0,78.0,1814.0,0.1,41.00799999999998,0.0,0.0,422.7511694431305,,,,,,,,,,,,,,,,,,,,,18.969475496511507,12.535785965936379,39.60755641654879,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2.0,0.0,0.0,283.0,4.0,43.0,1857.0,0.1,20.50700000000001,0.0,0.0,427.31245946884155,,,,,,,,,,,,,,,,,,,,,8.582517649850052,6.639951092236574,20.1782881390464,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.0,0.0,0.0,306.0,5.0,23.0,1880.0,0.1,9.005999999999997,0.0,0.0,429.8630256652832,,,,,,,,,,,,,,,,,,,,,3.680656710853297,3.077087036837797,8.939214385206402,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2.0,0.0,0.0,336.0,6.0,30.0,1910.0,0.1,12.008999999999995,0.0,0.0,433.0373182296753,,,,,,,,,,,,,,,,,,,,,4.610200173072263,4.261714115742985,11.894471042421637,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,0.0,0.0,375.0,7.0,39.0,1949.0,0.1,15.510999999999994,0.0,0.0,436.8541450500488,,,,,,,,,,,,,,,,,,,,,5.879232282752304,5.289385519402326,15.312319267187775,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2.0,0.0,0.0,404.0,8.0,29.0,1978.0,0.1,11.506999999999996,0.0,0.0,439.88970923423767,,,,,,,,,,,,,,,,,,,,,4.833446016832518,3.960471328273849,11.389597871657301,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.0,0.0,0.0,488.0,9.0,84.0,2062.0,0.1,35.52,0.0,0.0,448.0765480995178,,,,,,,,,,,,,,,,,,,,,15.083520088287203,10.345074807596621,34.32159317734539,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2.0,0.0,0.0,587.0,10.0,99.0,2161.0,0.1,32.54500000000003,0.0,0.0,457.53677892684937,,,,,,,,,,,,,,,,,,,,,12.364128289393664,8.69728249610239,31.383687290243213,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.0,0.0,0.0,625.0,11.0,38.0,2199.0,0.1,17.506000000000007,0.0,0.0,461.39178013801575,,,,,,,,,,,,,,,,,,,,,7.676110371552837,5.729922686105308,17.248788133359582,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2.0,0.0,0.0,692.0,12.0,67.0,2266.0,0.1,35.005999999999986,0.0,0.0,467.89466547966003,,,,,,,,,,,,,,,,,,,,,15.848133650471764,10.80338884936965,34.012165363980984,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
